year_ticket_id,ticket_priority,ticket_category,issue_type,device_type,specialization,resolution_time_minutes,first_response_time_minutes,sla_breach_flag,service_tier
2023_T0003295,P1,Network,Slow,Server,Network,638.9,22.0,0.0,Bronze
2023_T0003684,P4,Network,Failure,Switch,Network,3080.92,45.0,1.0,Silver
2023_T0001921,P4,Hardware,Access,Server,Network,5032.5,42.0,1.0,Bronze
2023_T0005961,P2,Hardware,Crash,Firewall,Network,407.3,23.0,0.0,Gold
2023_T0003987,P1,Hardware,Access,Server,Network,175.65,26.0,0.0,Gold
2023_T0005799,P2,Network,Access,Server,Server,504.42,17.0,1.0,Gold
2023_T0002759,P2,Hardware,Slow,Firewall,Network,1610.72,13.0,1.0,Bronze
2023_T0006823,P2,Network,Failure,Firewall,Network,1259.23,26.0,0.0,Bronze
2023_T0003501,P1,Hardware,Crash,Router,Network,282.92,10.0,1.0,Gold
2023_T0006204,P1,Hardware,Slow,Firewall,Network,257.95,19.0,1.0,Gold
2023_T0006942,P4,Network,Access,Server,Network,3074.72,49.0,0.0,Bronze
2023_T0000342,P1,Hardware,Crash,Firewall,Server,285.07,52.0,1.0,Gold
2023_T0000214,P2,Network,Crash,Router,Server,535.37,6.0,1.0,Gold
2023_T0002728,P2,Network,Slow,Switch,Server,406.83,46.0,0.0,Gold
2023_T0001283,P4,Network,Failure,Firewall,Server,3109.02,29.0,1.0,Gold
2023_T0001510,P4,Network,Failure,Server,Server,3109.02,29.0,1.0,Silver
2023_T0002252,P3,Network,Failure,Server,Network,1643.22,49.0,1.0,Gold
2023_T0002711,P3,Hardware,Slow,Switch,Network,1723.4,32.0,1.0,Gold
2023_T0003954,P3,Hardware,Slow,Router,Network,2507.73,12.0,0.0,Bronze
2023_T0001292,P1,Network,Crash,Switch,Server,512.67,35.0,0.0,Bronze
2023_T0001519,P1,Network,Crash,Switch,Server,512.67,35.0,0.0,Bronze
2023_T0001114,P2,Network,Failure,Router,Server,791.48,33.0,1.0,Silver
2023_T0002755,P4,Hardware,Crash,Switch,Network,3406.12,25.0,1.0,Gold
2023_T0002572,P2,Network,Failure,Firewall,Network,530.83,40.0,1.0,Gold
2023_T0004485,P3,Network,Slow,Switch,Network,2521.65,34.0,0.0,Bronze
2023_T0002273,P4,Network,Crash,Switch,Server,2925.13,59.0,1.0,Gold
2023_T0005221,P3,Hardware,Crash,Switch,Network,1507.55,11.0,1.0,Gold
2023_T0000477,P4,Hardware,Crash,Server,Network,2887.17,37.0,1.0,Gold
2023_T0002575,P4,Hardware,Slow,Router,Server,3925.05,13.0,0.0,Bronze
2023_T0004794,P1,Network,Access,Firewall,Server,237.82,48.0,0.0,Gold
2023_T0005578,P2,Network,Access,Firewall,Network,1171.23,37.0,0.0,Bronze
2023_T0004525,P1,Network,Access,Router,Server,211.18,46.0,0.0,Gold
2023_T0002146,P1,Hardware,Crash,Firewall,Network,542.53,59.0,0.0,Bronze
2023_T0002406,P1,Hardware,Slow,Router,Server,184.4,24.0,0.0,Gold
2023_T0000156,P4,Hardware,Crash,Switch,Network,2164.73,29.0,0.0,Gold
2023_T0006511,P1,Network,Slow,Firewall,Network,183.62,59.0,0.0,Gold
2023_T0005148,P3,Network,Failure,Switch,Server,2322.03,24.0,0.0,Bronze
2023_T0003553,P2,Network,Failure,Router,Server,1068.67,7.0,0.0,Bronze
2023_T0006800,P2,Network,Slow,Firewall,Server,431.03,43.0,0.0,Gold
2023_T0001218,P2,Network,Failure,Router,Server,383.65,40.0,0.0,Gold
2023_T0001803,P1,Hardware,Crash,Firewall,Network,597.1,16.0,0.0,Bronze
2023_T0003531,P4,Hardware,Crash,Server,Server,3042.17,47.0,1.0,Gold
2023_T0002730,P4,Network,Crash,Firewall,Network,2650.97,25.0,0.0,Gold
2023_T0005179,P2,Network,Slow,Router,Network,505.7,58.0,0.0,Silver
2023_T0005925,P4,Network,Crash,Switch,Network,2822.1,36.0,0.0,Silver
2023_T0001846,P2,Hardware,Access,Server,Network,344.73,18.0,0.0,Gold
2023_T0002673,P4,Hardware,Failure,Router,Server,2521.48,5.0,0.0,Gold
2023_T0006835,P3,Hardware,Crash,Server,Server,1658.68,34.0,1.0,Gold
2023_T0003090,P1,Network,Failure,Firewall,Network,474.2,35.0,0.0,Silver
2023_T0005795,P1,Network,Slow,Router,Server,595.0,12.0,0.0,Bronze
2023_T0001769,P3,Hardware,Slow,Switch,Server,1134.82,13.0,0.0,Gold
2023_T0005870,P4,Hardware,Crash,Router,Network,3489.72,38.0,0.0,Bronze
2023_T0000015,P3,Network,Crash,Firewall,Network,1726.13,7.0,1.0,Gold
2023_T0005370,P4,Network,Failure,Firewall,Server,2973.78,23.0,1.0,Gold
2023_T0001781,P4,Network,Failure,Router,Network,2413.68,33.0,0.0,Gold
2023_T0006862,P2,Hardware,Access,Router,Server,1153.32,57.0,0.0,Bronze
2023_T0003687,P1,Hardware,Slow,Router,Network,775.12,47.0,1.0,Bronze
2023_T0003984,P3,Network,Access,Switch,Network,2600.2,15.0,0.0,Bronze
2023_T0001158,P3,Hardware,Slow,Switch,Server,2161.87,59.0,0.0,Bronze
2023_T0001529,P2,Network,Access,Firewall,Network,448.63,43.0,0.0,Gold
2023_T0005846,P4,Network,Crash,Firewall,Network,2515.65,25.0,0.0,Silver
2023_T0001320,P3,Network,Slow,Router,Network,1405.42,18.0,0.0,Silver
2023_T0005699,P1,Network,Crash,Router,Server,239.65,24.0,0.0,Gold
2023_T0002177,P3,Network,Access,Router,Network,1403.95,54.0,0.0,Gold
2023_T0001855,P4,Hardware,Access,Firewall,Network,2623.78,50.0,0.0,Gold
2023_T0005685,P1,Hardware,Crash,Switch,Server,833.55,45.0,1.0,Bronze
2023_T0005857,P2,Hardware,Access,Firewall,Server,1385.75,40.0,0.0,Bronze
2023_T0001675,P3,Hardware,Slow,Switch,Network,2618.3,58.0,0.0,Bronze
2023_T0002442,P4,Hardware,Crash,Router,Network,4827.25,22.0,1.0,Bronze
2023_T0006638,P3,Hardware,Crash,Switch,Network,2660.03,36.0,0.0,Bronze
2023_T0002130,P1,Network,Slow,Server,Network,170.77,34.0,0.0,Gold
2023_T0004312,P1,Network,Failure,Server,Server,381.17,9.0,0.0,Silver
2023_T0004599,P2,Network,Failure,Server,Network,537.02,26.0,1.0,Gold
2023_T0006646,P3,Network,Failure,Server,Network,1578.93,57.0,1.0,Gold
2023_T0000816,P2,Network,Slow,Server,Network,1657.55,46.0,1.0,Bronze
2023_T0001043,P2,Network,Slow,Firewall,Network,828.77,46.0,1.0,Silver
2023_T0006789,P2,Hardware,Slow,Server,Server,1027.48,50.0,0.0,Bronze
2023_T0002539,P3,Hardware,Failure,Firewall,Network,1557.78,26.0,1.0,Silver
2023_T0004655,P3,Network,Crash,Server,Network,2137.3,47.0,0.0,Bronze
2023_T0001323,P1,Network,Access,Switch,Server,195.82,15.0,0.0,Gold
2023_T0001550,P1,Network,Access,Firewall,Server,587.45,15.0,0.0,Bronze
2023_T0004125,P4,Network,Slow,Router,Network,3307.45,18.0,0.0,Bronze
2023_T0004246,P4,Network,Crash,Server,Server,4233.0,44.0,0.0,Bronze
2023_T0002748,P2,Network,Failure,Server,Server,1431.73,13.0,0.0,Bronze
2023_T0004017,P4,Hardware,Failure,Router,Server,3369.47,37.0,1.0,Gold
2023_T0006675,P2,Network,Failure,Switch,Network,388.43,23.0,0.0,Gold
2023_T0005809,P3,Network,Crash,Server,Network,1525.58,55.0,1.0,Gold
2023_T0003245,P3,Hardware,Slow,Server,Server,3439.48,12.0,1.0,Bronze
2023_T0006631,P4,Network,Failure,Firewall,Network,3621.32,9.0,0.0,Bronze
2023_T0005746,P3,Hardware,Crash,Router,Network,1706.1,8.0,1.0,Gold
2023_T0002605,P2,Network,Failure,Switch,Network,849.38,54.0,1.0,Silver
2023_T0000038,P4,Hardware,Access,Server,Network,2590.17,10.0,0.0,Silver
2023_T0000265,P4,Hardware,Access,Router,Network,2590.17,10.0,0.0,Gold
2023_T0005724,P4,Network,Crash,Firewall,Server,2308.18,36.0,0.0,Gold
2023_T0002742,P3,Hardware,Crash,Router,Network,2310.1,38.0,0.0,Bronze
2023_T0001812,P3,Network,Slow,Server,Network,2817.05,36.0,0.0,Bronze
2023_T0003947,P3,Hardware,Slow,Router,Server,3130.57,58.0,1.0,Bronze
2023_T0001326,P4,Network,Slow,Server,Server,2985.08,24.0,1.0,Silver
2023_T0001442,P3,Hardware,Failure,Firewall,Network,3443.63,57.0,1.0,Bronze
2023_T0001669,P3,Hardware,Failure,Firewall,Network,3443.63,57.0,1.0,Bronze
2023_T0003746,P3,Hardware,Access,Server,Network,1632.62,25.0,1.0,Silver
2023_T0000603,P4,Hardware,Crash,Switch,Network,3074.85,45.0,1.0,Silver
2023_T0002653,P3,Network,Failure,Server,Server,1380.08,18.0,0.0,Gold
2023_T0004517,P3,Network,Slow,Firewall,Network,1277.52,33.0,0.0,Gold
2023_T0006589,P2,Hardware,Failure,Router,Server,1470.73,6.0,1.0,Bronze
2023_T0003982,P4,Network,Access,Switch,Server,3152.93,17.0,1.0,Gold
2023_T0003193,P3,Network,Crash,Firewall,Server,1094.98,37.0,0.0,Silver
2023_T0004972,P1,Network,Crash,Router,Network,182.75,20.0,0.0,Gold
2023_T0002298,P3,Hardware,Crash,Server,Network,1620.3,36.0,1.0,Gold
2023_T0002429,P1,Hardware,Access,Switch,Server,701.55,26.0,0.0,Bronze
2023_T0004654,P4,Hardware,Slow,Switch,Network,3214.52,57.0,1.0,Silver
2023_T0005276,P1,Hardware,Failure,Server,Network,626.83,7.0,0.0,Bronze
2023_T0005120,P3,Hardware,Crash,Server,Network,1615.28,8.0,1.0,Gold
2023_T0004844,P2,Hardware,Crash,Switch,Network,1241.4,13.0,0.0,Bronze
2023_T0003596,P1,Hardware,Access,Router,Network,379.08,19.0,0.0,Silver
2023_T0000992,P2,Network,Failure,Router,Network,558.23,14.0,1.0,Gold
2023_T0005371,P4,Network,Crash,Server,Network,2804.25,59.0,0.0,Gold
2023_T0004986,P1,Network,Access,Switch,Server,228.17,17.0,0.0,Gold
2023_T0006054,P4,Hardware,Failure,Firewall,Network,4748.47,57.0,1.0,Bronze
2023_T0000685,P4,Hardware,Failure,Switch,Network,3726.82,25.0,0.0,Bronze
2023_T0006374,P2,Hardware,Failure,Firewall,Server,1408.37,41.0,0.0,Bronze
2023_T0004700,P3,Hardware,Slow,Router,Network,1109.2,41.0,0.0,Gold
2023_T0004994,P4,Hardware,Crash,Firewall,Server,2494.75,37.0,0.0,Gold
2023_T0003744,P2,Network,Slow,Server,Network,1305.5,54.0,0.0,Bronze
2023_T0005491,P4,Hardware,Slow,Firewall,Network,2834.87,52.0,0.0,Gold
2023_T0001378,P4,Network,Slow,Server,Network,2138.72,12.0,0.0,Silver
2023_T0001605,P4,Network,Slow,Firewall,Network,2138.72,12.0,0.0,Silver
2023_T0002644,P4,Network,Access,Firewall,Network,2615.17,12.0,0.0,Gold
2023_T0001178,P2,Hardware,Slow,Router,Network,1710.55,57.0,1.0,Bronze
2023_T0001405,P2,Hardware,Slow,Firewall,Network,570.18,57.0,1.0,Gold
2023_T0000039,P1,Network,Failure,Server,Server,179.18,31.0,0.0,Gold
2023_T0000266,P1,Network,Failure,Firewall,Server,179.18,31.0,0.0,Gold
2023_T0001853,P3,Network,Crash,Firewall,Server,3214.15,28.0,1.0,Bronze
2023_T0001758,P1,Hardware,Failure,Server,Server,265.47,7.0,1.0,Gold
2023_T0006701,P4,Hardware,Failure,Firewall,Network,2805.83,59.0,0.0,Gold
2023_T0003404,P1,Hardware,Slow,Firewall,Network,275.08,30.0,1.0,Gold
2023_T0002664,P3,Hardware,Access,Router,Server,1265.75,29.0,0.0,Gold
2023_T0000166,P4,Network,Crash,Server,Network,3252.83,54.0,0.0,Bronze
2023_T0000393,P4,Network,Crash,Firewall,Network,2168.55,54.0,0.0,Gold
2023_T0005111,P3,Hardware,Access,Server,Server,1427.67,59.0,0.0,Gold
2023_T0002522,P2,Network,Crash,Switch,Network,1037.68,30.0,0.0,Bronze
2023_T0006417,P2,Network,Failure,Switch,Network,533.02,37.0,1.0,Gold
2023_T0006286,P3,Hardware,Failure,Server,Network,1562.25,17.0,1.0,Gold
2023_T0003296,P2,Hardware,Access,Router,Network,476.85,26.0,0.0,Gold
2023_T0002580,P4,Hardware,Slow,Switch,Network,4514.57,20.0,1.0,Bronze
2023_T0000651,P1,Network,Slow,Server,Network,545.27,24.0,0.0,Bronze
2023_T0005203,P3,Network,Failure,Server,Network,1501.3,29.0,1.0,Gold
2023_T0000870,P2,Network,Crash,Firewall,Network,1322.92,18.0,0.0,Bronze
2023_T0006598,P4,Hardware,Slow,Router,Network,2814.87,51.0,0.0,Gold
2023_T0006760,P1,Hardware,Failure,Server,Server,238.35,18.0,0.0,Gold
2023_T0004205,P2,Hardware,Slow,Switch,Server,1060.78,21.0,0.0,Bronze
2023_T0002107,P2,Network,Failure,Firewall,Network,377.37,38.0,0.0,Gold
2023_T0004689,P1,Hardware,Failure,Firewall,Network,601.75,47.0,0.0,Bronze
2023_T0000810,P3,Network,Access,Switch,Server,1524.52,49.0,1.0,Gold
2023_T0004855,P2,Hardware,Slow,Firewall,Server,518.5,42.0,1.0,Gold
2023_T0001788,P4,Network,Failure,Server,Server,2613.32,42.0,0.0,Gold
2023_T0005874,P1,Network,Crash,Firewall,Network,172.17,35.0,0.0,Gold
2023_T0002480,P1,Network,Failure,Firewall,Network,248.67,17.0,1.0,Gold
2023_T0000062,P3,Network,Access,Switch,Network,1615.98,14.0,1.0,Gold
2023_T0002632,P3,Network,Failure,Firewall,Server,2556.42,28.0,0.0,Bronze
2023_T0002339,P1,Network,Access,Server,Server,794.05,18.0,1.0,Bronze
2023_T0004323,P1,Hardware,Crash,Firewall,Network,269.35,50.0,1.0,Gold
2023_T0000930,P3,Hardware,Crash,Router,Server,1216.4,31.0,0.0,Gold
2023_T0001157,P3,Hardware,Crash,Server,Server,1216.4,31.0,0.0,Gold
2023_T0004888,P1,Network,Failure,Firewall,Network,231.32,13.0,0.0,Gold
2023_T0002850,P3,Network,Failure,Firewall,Network,2736.23,41.0,0.0,Bronze
2023_T0006650,P3,Network,Crash,Firewall,Network,1309.35,58.0,0.0,Gold
2023_T0001141,P2,Network,Slow,Server,Server,1277.62,22.0,0.0,Bronze
2023_T0001368,P2,Network,Slow,Router,Server,1277.62,22.0,0.0,Bronze
2023_T0004023,P3,Network,Failure,Server,Network,1137.52,7.0,0.0,Silver
2023_T0003735,P3,Hardware,Crash,Server,Server,3381.52,9.0,1.0,Bronze
2023_T0004146,P1,Network,Crash,Server,Network,799.82,52.0,1.0,Bronze
2023_T0002950,P4,Network,Crash,Server,Server,3175.25,59.0,1.0,Gold
2023_T0004978,P4,Hardware,Slow,Router,Network,2709.23,7.0,0.0,Gold
2023_T0004765,P2,Network,Access,Router,Network,550.95,44.0,1.0,Gold
2023_T0001807,P2,Hardware,Slow,Switch,Server,1411.78,5.0,0.0,Bronze
2023_T0004520,P4,Hardware,Access,Switch,Network,2127.68,55.0,0.0,Silver
2023_T0005047,P4,Network,Slow,Firewall,Server,5112.2,56.0,1.0,Bronze
2023_T0002545,P2,Hardware,Crash,Firewall,Server,1356.28,10.0,0.0,Bronze
2023_T0003403,P3,Network,Access,Server,Network,1691.58,40.0,1.0,Gold
2023_T0006555,P4,Network,Failure,Server,Server,3890.18,7.0,0.0,Bronze
2023_T0005243,P4,Network,Failure,Router,Network,2825.45,49.0,0.0,Gold
2023_T0002000,P4,Hardware,Access,Router,Network,4600.03,44.0,1.0,Bronze
2023_T0002907,P1,Network,Failure,Firewall,Server,267.12,30.0,1.0,Gold
2023_T0004365,P4,Hardware,Failure,Switch,Network,3134.43,48.0,1.0,Gold
2023_T0006211,P4,Network,Access,Switch,Network,3981.35,58.0,0.0,Bronze
2023_T0004028,P2,Network,Slow,Firewall,Network,619.42,6.0,0.0,Silver
2023_T0000722,P4,Network,Access,Router,Server,3431.67,48.0,1.0,Gold
2023_T0000949,P4,Network,Access,Router,Server,3431.67,48.0,1.0,Silver
2023_T0005765,P4,Hardware,Crash,Server,Network,4220.9,52.0,0.0,Bronze
2023_T0005134,P3,Network,Failure,Switch,Network,2613.9,16.0,0.0,Bronze
2023_T0003427,P2,Hardware,Slow,Router,Server,1179.78,51.0,0.0,Bronze
2023_T0005810,P2,Hardware,Slow,Firewall,Network,547.87,26.0,1.0,Gold
2023_T0005606,P2,Network,Failure,Firewall,Network,476.35,18.0,0.0,Gold
2023_T0001829,P1,Network,Failure,Router,Network,644.45,8.0,0.0,Bronze
2023_T0003728,P2,Hardware,Failure,Firewall,Server,1601.92,30.0,1.0,Bronze
2023_T0002778,P3,Hardware,Access,Firewall,Server,1296.92,46.0,0.0,Gold
2023_T0001816,P4,Network,Crash,Router,Server,4140.65,44.0,0.0,Bronze
2023_T0000897,P4,Hardware,Access,Server,Network,2286.6,13.0,0.0,Gold
2023_T0001124,P4,Hardware,Access,Firewall,Network,2286.6,13.0,0.0,Silver
2023_T0003964,P1,Network,Slow,Router,Server,688.35,39.0,0.0,Bronze
2023_T0004777,P3,Network,Slow,Router,Server,1327.5,51.0,0.0,Gold
2023_T0005028,P2,Hardware,Slow,Firewall,Network,1078.95,35.0,0.0,Bronze
2023_T0004443,P2,Network,Slow,Firewall,Network,417.95,37.0,0.0,Gold
2023_T0005435,P3,Network,Access,Firewall,Network,2160.62,41.0,0.0,Bronze
2023_T0006377,P4,Network,Crash,Server,Network,3568.63,42.0,0.0,Bronze
2023_T0002733,P1,Hardware,Failure,Server,Network,512.23,15.0,0.0,Bronze
2023_T0006574,P3,Network,Access,Router,Server,3431.25,48.0,1.0,Bronze
2023_T0006116,P3,Hardware,Access,Router,Network,3410.12,55.0,1.0,Bronze
2023_T0002120,P4,Network,Access,Server,Server,3104.03,56.0,0.0,Bronze
2023_T0001779,P3,Hardware,Crash,Switch,Server,1353.28,7.0,0.0,Gold
2023_T0005202,P3,Network,Failure,Router,Network,3176.5,26.0,1.0,Bronze
2023_T0003547,P3,Network,Crash,Switch,Server,1409.33,26.0,0.0,Silver
2023_T0001776,P3,Network,Failure,Firewall,Server,2780.7,20.0,0.0,Bronze
2023_T0004918,P1,Hardware,Crash,Firewall,Network,518.23,11.0,1.0,Silver
2023_T0000682,P1,Network,Access,Firewall,Server,216.67,42.0,0.0,Gold
2023_T0005589,P3,Hardware,Crash,Switch,Network,1083.3,44.0,0.0,Gold
2023_T0003369,P1,Hardware,Crash,Router,Network,682.55,39.0,0.0,Bronze
2023_T0006434,P3,Hardware,Access,Router,Network,3102.4,12.0,1.0,Bronze
2023_T0006525,P3,Hardware,Failure,Firewall,Network,3284.82,29.0,1.0,Bronze
2023_T0004990,P3,Network,Slow,Server,Network,2730.88,17.0,0.0,Bronze
2023_T0002033,P4,Network,Slow,Server,Network,4216.63,11.0,0.0,Bronze
2023_T0004670,P2,Hardware,Access,Server,Network,540.83,53.0,0.0,Silver
2023_T0006740,P1,Network,Crash,Firewall,Network,284.03,16.0,1.0,Gold
2023_T0002458,P1,Network,Failure,Router,Server,848.13,51.0,1.0,Bronze
2023_T0000041,P4,Hardware,Failure,Server,Network,2338.9,59.0,0.0,Gold
2023_T0000268,P4,Hardware,Failure,Server,Network,2338.9,59.0,0.0,Silver
2023_T0000290,P2,Network,Crash,Firewall,Network,762.03,5.0,1.0,Silver
2023_T0000517,P2,Network,Crash,Firewall,Network,1524.08,5.0,1.0,Bronze
2023_T0002612,P2,Network,Crash,Firewall,Network,466.5,58.0,0.0,Gold
2023_T0003356,P3,Hardware,Access,Firewall,Network,1282.08,36.0,0.0,Gold
2023_T0002151,P1,Hardware,Access,Router,Network,517.13,25.0,0.0,Bronze
2023_T0004671,P4,Network,Failure,Server,Server,4309.7,9.0,0.0,Bronze
2023_T0005262,P4,Hardware,Failure,Switch,Server,2469.48,56.0,0.0,Silver
2023_T0001872,P2,Network,Crash,Firewall,Network,538.52,19.0,1.0,Gold
2023_T0005277,P3,Hardware,Slow,Server,Server,2434.53,5.0,0.0,Bronze
2023_T0002253,P2,Hardware,Access,Switch,Network,474.43,6.0,0.0,Gold
2023_T0005391,P3,Network,Access,Firewall,Server,1424.05,30.0,0.0,Gold
2023_T0006659,P1,Network,Access,Firewall,Network,282.42,39.0,1.0,Gold
2023_T0002456,P1,Hardware,Access,Firewall,Server,861.65,44.0,1.0,Bronze
2023_T0003434,P1,Hardware,Access,Firewall,Server,730.43,13.0,1.0,Bronze
2023_T0000515,P3,Network,Access,Router,Network,1647.33,40.0,1.0,Silver
2023_T0000742,P3,Network,Access,Firewall,Network,1647.33,40.0,1.0,Gold
2023_T0002724,P3,Network,Slow,Router,Server,1589.5,42.0,1.0,Gold
2023_T0000550,P3,Hardware,Access,Router,Server,1097.0,25.0,0.0,Gold
2023_T0005055,P3,Hardware,Crash,Firewall,Network,1569.53,42.0,1.0,Silver
2023_T0002236,P4,Network,Crash,Router,Server,3630.92,23.0,0.0,Bronze
2023_T0003790,P1,Hardware,Crash,Switch,Network,609.6,7.0,0.0,Bronze
2023_T0004123,P4,Network,Failure,Switch,Network,2516.92,16.0,0.0,Gold
2023_T0003345,P4,Hardware,Crash,Router,Server,4587.88,32.0,1.0,Bronze
2023_T0002072,P1,Hardware,Crash,Firewall,Server,752.22,58.0,1.0,Bronze
2023_T0000130,P2,Hardware,Failure,Firewall,Server,560.97,11.0,1.0,Gold
2023_T0000357,P2,Hardware,Failure,Firewall,Server,560.97,11.0,1.0,Gold
2023_T0001797,P4,Hardware,Failure,Firewall,Network,3313.18,24.0,1.0,Silver
2023_T0000187,P4,Network,Failure,Firewall,Network,4235.55,13.0,0.0,Bronze
2023_T0001325,P3,Hardware,Crash,Server,Network,2917.32,9.0,1.0,Bronze
2023_T0003110,P3,Network,Crash,Firewall,Network,1727.23,38.0,1.0,Gold
2023_T0002025,P2,Network,Failure,Firewall,Network,527.0,57.0,1.0,Gold
2023_T0002775,P2,Hardware,Crash,Server,Server,407.62,12.0,0.0,Gold
2023_T0002008,P3,Hardware,Access,Router,Server,1115.75,17.0,0.0,Silver
2023_T0005651,P3,Hardware,Crash,Server,Network,1194.9,48.0,0.0,Gold
2023_T0005561,P2,Network,Slow,Switch,Server,376.75,45.0,0.0,Gold
2023_T0001731,P1,Network,Failure,Switch,Network,837.47,22.0,1.0,Bronze
2023_T0003370,P1,Hardware,Crash,Router,Network,468.23,43.0,0.0,Silver
2023_T0005011,P4,Network,Failure,Firewall,Network,4972.33,44.0,1.0,Bronze
2023_T0005238,P2,Hardware,Failure,Router,Network,1646.73,24.0,1.0,Bronze
2023_T0001810,P1,Network,Access,Router,Network,581.2,50.0,0.0,Bronze
2023_T0004342,P2,Hardware,Crash,Switch,Server,402.52,51.0,0.0,Gold
2023_T0003116,P4,Network,Crash,Switch,Network,3409.03,39.0,0.0,Bronze
2023_T0000527,P4,Network,Slow,Switch,Server,3755.55,6.0,0.0,Bronze
2023_T0005443,P1,Hardware,Crash,Router,Network,172.8,16.0,0.0,Gold
2023_T0003995,P1,Network,Access,Router,Server,618.2,49.0,0.0,Bronze
2023_T0004954,P3,Network,Crash,Switch,Network,1639.18,27.0,1.0,Gold
2023_T0005652,P3,Hardware,Failure,Server,Server,1488.13,36.0,1.0,Gold
2023_T0001110,P3,Hardware,Slow,Server,Network,2589.55,18.0,0.0,Bronze
2023_T0005930,P3,Network,Crash,Router,Network,1667.3,17.0,1.0,Gold
2023_T0005648,P3,Hardware,Access,Router,Server,1621.45,49.0,1.0,Silver
2023_T0006759,P4,Network,Crash,Router,Server,4718.15,42.0,1.0,Bronze
2023_T0005662,P4,Hardware,Access,Firewall,Network,4506.88,9.0,1.0,Bronze
2023_T0002562,P2,Network,Failure,Router,Server,1311.35,7.0,0.0,Bronze
2023_T0002515,P2,Hardware,Failure,Firewall,Server,528.92,18.0,0.0,Silver
2023_T0002842,P4,Network,Slow,Firewall,Server,2461.97,5.0,0.0,Gold
2023_T0003222,P2,Network,Slow,Router,Network,1077.6,44.0,0.0,Bronze
2023_T0000235,P2,Network,Crash,Router,Network,861.2,58.0,1.0,Silver
2023_T0005003,P3,Hardware,Slow,Switch,Network,2791.93,53.0,0.0,Bronze
2023_T0006412,P1,Hardware,Failure,Firewall,Server,598.7,33.0,0.0,Bronze
2023_T0006695,P2,Network,Crash,Router,Network,367.97,50.0,0.0,Gold
2023_T0005198,P3,Network,Slow,Router,Server,1714.85,36.0,1.0,Silver
2023_T0005022,P4,Hardware,Access,Firewall,Server,2558.52,22.0,0.0,Gold
2023_T0005781,P1,Network,Crash,Switch,Server,680.43,30.0,0.0,Bronze
2023_T0006267,P4,Hardware,Crash,Firewall,Server,2180.97,44.0,0.0,Gold
2023_T0000503,P1,Hardware,Access,Firewall,Server,452.4,19.0,0.0,Silver
2023_T0000730,P1,Hardware,Access,Firewall,Server,678.62,19.0,0.0,Bronze
2023_T0002089,P3,Network,Crash,Router,Network,1576.68,58.0,1.0,Gold
2023_T0005468,P3,Hardware,Access,Router,Network,2867.35,15.0,0.0,Bronze
2023_T0004656,P2,Hardware,Access,Server,Server,534.4,17.0,1.0,Gold
2023_T0005366,P2,Network,Crash,Server,Network,600.57,48.0,0.0,Silver
2023_T0002172,P3,Network,Crash,Firewall,Network,1047.53,5.0,0.0,Gold
2023_T0004791,P3,Hardware,Access,Firewall,Server,1018.27,26.0,0.0,Silver
2023_T0001331,P3,Hardware,Crash,Server,Network,1614.2,25.0,1.0,Gold
2023_T0001558,P3,Hardware,Crash,Switch,Network,3228.4,25.0,1.0,Bronze
2023_T0003398,P1,Hardware,Slow,Switch,Server,797.18,23.0,1.0,Bronze
2023_T0006414,P2,Hardware,Failure,Server,Network,777.63,33.0,1.0,Silver
2023_T0006773,P2,Hardware,Crash,Server,Network,529.72,24.0,0.0,Silver
2023_T0006781,P1,Network,Failure,Server,Server,549.32,46.0,0.0,Bronze
2023_T0002045,P3,Network,Crash,Firewall,Network,1702.68,23.0,1.0,Gold
2023_T0002215,P2,Hardware,Slow,Server,Network,846.48,24.0,1.0,Silver
2023_T0006605,P3,Network,Crash,Router,Server,2568.8,51.0,0.0,Bronze
2023_T0000993,P4,Hardware,Slow,Firewall,Server,3553.2,60.0,0.0,Bronze
2023_T0004946,P3,Hardware,Failure,Firewall,Network,1344.78,15.0,0.0,Silver
2023_T0000084,P4,Hardware,Slow,Switch,Network,4997.25,17.0,1.0,Bronze
2023_T0005903,P3,Network,Failure,Server,Network,1503.82,27.0,1.0,Gold
2023_T0000984,P3,Hardware,Slow,Firewall,Network,1213.03,43.0,0.0,Gold
2023_T0004153,P4,Hardware,Failure,Server,Network,4216.15,55.0,0.0,Bronze
2023_T0000490,P3,Network,Crash,Server,Network,2683.8,38.0,0.0,Bronze
2023_T0005306,P1,Hardware,Crash,Firewall,Server,627.22,10.0,0.0,Bronze
2023_T0003218,P1,Hardware,Failure,Switch,Server,190.6,47.0,0.0,Gold
2023_T0003200,P1,Network,Failure,Router,Server,564.48,60.0,0.0,Bronze
2023_T0004770,P2,Hardware,Crash,Firewall,Server,769.25,54.0,1.0,Silver
2023_T0006627,P1,Network,Access,Switch,Network,268.07,10.0,1.0,Gold
2023_T0004564,P3,Hardware,Crash,Router,Server,2289.68,44.0,0.0,Bronze
2023_T0003686,P2,Hardware,Failure,Router,Server,392.4,18.0,0.0,Gold
2023_T0001506,P1,Network,Failure,Firewall,Network,343.45,32.0,0.0,Silver
2023_T0003368,P1,Network,Crash,Server,Network,210.48,7.0,0.0,Gold
2023_T0001466,P3,Hardware,Crash,Switch,Server,3427.87,42.0,1.0,Bronze
2023_T0001693,P3,Hardware,Crash,Server,Server,1713.93,42.0,1.0,Gold
