year_ticket_id,ticket_priority,ticket_category,issue_type,service_tier,client_id,engineer_id,sla_breach_prob,sla_risk_tier,sla_breach_flag,response_time_target_minutes,resolution_time_target_minutes
2023_T0002038,P2,Hardware,Crash,Gold,C008,E006,0.5032,Medium,1.0,60.0,480.0
2023_T0002890,P4,Hardware,Slow,Gold,C013,E001,0.5032,Medium,0.0,240.0,2880.0
2023_T0000963,P3,Network,Crash,Gold,C008,E002,0.5032,Medium,1.0,120.0,1440.0
2023_T0003550,P4,Hardware,Slow,Gold,C008,E010,0.5032,Medium,1.0,240.0,2880.0
2023_T0001543,P4,Hardware,Crash,Gold,C008,E015,0.5032,Medium,0.0,240.0,2880.0
2023_T0006589,P2,Hardware,Failure,Bronze,C024,E004,0.5032,Medium,1.0,240.0,1440.0
2023_T0006806,P1,Hardware,Failure,Bronze,C024,E012,0.5032,Medium,0.0,120.0,720.0
2023_T0000004,P4,Hardware,Access,Gold,C008,E011,0.5032,Medium,1.0,240.0,2880.0
2023_T0002426,P3,Hardware,Failure,Gold,C008,E017,0.5032,Medium,0.0,120.0,1440.0
2023_T0001856,P2,Network,Crash,Bronze,C004,E020,0.5032,Medium,1.0,240.0,1440.0
2023_T0003286,P3,Hardware,Access,Bronze,C024,E009,0.5032,Medium,0.0,480.0,2880.0
2024_T0004679,P3,Hardware,Failure,Gold,C019,E017,0.5032,Medium,1.0,120.0,1440.0
2023_T0003245,P3,Hardware,Slow,Bronze,C024,E011,0.5032,Medium,1.0,480.0,2880.0
2023_T0006214,P2,Hardware,Crash,Gold,C008,E011,0.5032,Medium,0.0,60.0,480.0
2023_T0006688,P2,Network,Access,Gold,C008,E020,0.5032,Medium,1.0,60.0,480.0
2024_T0008991,P3,Hardware,Slow,Gold,C019,E001,0.5032,Medium,0.0,120.0,1440.0
2023_T0003962,P2,Network,Slow,Silver,C002,E004,0.5032,Medium,1.0,120.0,720.0
2023_T0005860,P3,Hardware,Crash,Bronze,C012,E018,0.5032,Medium,0.0,480.0,2880.0
2023_T0000650,P1,Hardware,Failure,Gold,C008,E017,0.5032,Medium,0.0,30.0,240.0
2024_T0002976,P1,Hardware,Failure,Gold,C019,E011,0.5032,Medium,1.0,30.0,240.0
2024_T0006778,P3,Hardware,Access,Gold,C019,E002,0.5032,Medium,0.0,120.0,1440.0
2023_T0006903,P3,Hardware,Access,Gold,C008,E003,0.5032,Medium,0.0,120.0,1440.0
2023_T0003922,P4,Network,Failure,Gold,C013,E014,0.5032,Medium,1.0,240.0,2880.0
2023_T0001138,P3,Network,Crash,Bronze,C024,E004,0.5032,Medium,0.0,480.0,2880.0
2023_T0002396,P2,Hardware,Failure,Gold,C020,E016,0.5032,Medium,1.0,60.0,480.0
2023_T0001267,P3,Network,Access,Gold,C008,E004,0.5032,Medium,0.0,120.0,1440.0
2023_T0004619,P2,Hardware,Failure,Gold,C020,E010,0.5032,Medium,1.0,60.0,480.0
2023_T0006157,P4,Hardware,Failure,Gold,C008,E003,0.5032,Medium,1.0,240.0,2880.0
2023_T0001744,P3,Hardware,Slow,Bronze,C009,E012,0.5032,Medium,1.0,480.0,2880.0
2023_T0002705,P3,Hardware,Failure,Gold,C008,E010,0.5032,Medium,1.0,120.0,1440.0
2024_T0004886,P2,Hardware,Access,Silver,C015,E016,0.5032,Medium,0.0,120.0,720.0
2024_T0007459,P3,Hardware,Access,Gold,C019,E020,0.5032,Medium,1.0,120.0,1440.0
2023_T0006716,P2,Hardware,Failure,Gold,C007,E004,0.5032,Medium,0.0,60.0,480.0
2023_T0002205,P3,Network,Slow,Gold,C008,E014,0.5032,Medium,1.0,120.0,1440.0
2023_T0004290,P2,Hardware,Slow,Gold,C008,E002,0.5032,Medium,1.0,60.0,480.0
2023_T0000190,P1,Network,Slow,Bronze,C009,E017,0.5032,Medium,1.0,120.0,720.0
2023_T0002207,P3,Hardware,Access,Silver,C017,E001,0.5032,Medium,0.0,240.0,1440.0
2023_T0000176,P3,Network,Crash,Gold,C013,E005,0.5032,Medium,1.0,120.0,1440.0
2023_T0006236,P2,Hardware,Slow,Bronze,C004,E018,0.5032,Medium,1.0,240.0,1440.0
2024_T0007186,P4,Hardware,Slow,Gold,C019,E009,0.5032,Medium,1.0,240.0,2880.0
2023_T0002458,P1,Network,Failure,Bronze,C024,E013,0.5032,Medium,1.0,120.0,720.0
2023_T0003535,P3,Hardware,Crash,Gold,C008,E019,0.5032,Medium,1.0,120.0,1440.0
2023_T0000375,P3,Network,Crash,Bronze,C024,E015,0.5032,Medium,1.0,480.0,2880.0
2023_T0002519,P2,Network,Slow,Gold,C008,E003,0.5032,Medium,0.0,60.0,480.0
2023_T0000940,P1,Network,Access,Gold,C008,E006,0.5032,Medium,1.0,30.0,240.0
2024_T0004738,P2,Network,Access,Gold,C019,E001,0.5032,Medium,1.0,60.0,480.0
2024_T0005644,P3,Network,Access,Gold,C019,E015,0.5032,Medium,0.0,120.0,1440.0
2023_T0003696,P3,Network,Slow,Bronze,C021,E020,0.5028,Medium,0.0,480.0,2880.0
2023_T0001812,P3,Network,Slow,Bronze,C021,E012,0.5028,Medium,0.0,480.0,2880.0
2023_T0004844,P2,Hardware,Crash,Bronze,C004,E003,0.5028,Medium,0.0,240.0,1440.0
2023_T0000178,P2,Network,Crash,Bronze,C004,E019,0.5028,Medium,0.0,240.0,1440.0
2025_T0009415,P4,Network,Slow,Gold,C020,E011,0.5028,Medium,0.0,240.0,2880.0
2023_T0003393,P3,Hardware,Failure,Bronze,C025,E006,0.5028,Medium,0.0,480.0,2880.0
2023_T0001451,P1,Hardware,Failure,Bronze,C025,E011,0.5028,Medium,1.0,120.0,720.0
2023_T0006558,P1,Network,Crash,Bronze,C004,E013,0.5028,Medium,1.0,120.0,720.0
2023_T0000212,P4,Network,Crash,Gold,C018,E016,0.5028,Medium,1.0,240.0,2880.0
2023_T0003643,P3,Hardware,Access,Bronze,C021,E004,0.5028,Medium,0.0,480.0,2880.0
2023_T0006314,P4,Hardware,Failure,Bronze,C012,E019,0.5028,Medium,1.0,720.0,4320.0
2023_T0001395,P4,Hardware,Failure,Gold,C018,E012,0.5028,Medium,0.0,240.0,2880.0
2024_T0003723,P3,Hardware,Access,Gold,C020,E016,0.5028,Medium,0.0,120.0,1440.0
2023_T0004118,P1,Hardware,Slow,Bronze,C021,E014,0.5028,Medium,0.0,120.0,720.0
2023_T0004867,P2,Network,Crash,Bronze,C021,E002,0.5028,Medium,0.0,240.0,1440.0
2023_T0002590,P2,Hardware,Failure,Gold,C018,E016,0.5028,Medium,0.0,60.0,480.0
2023_T0001178,P2,Hardware,Slow,Bronze,C004,E015,0.5028,Medium,1.0,240.0,1440.0
2023_T0002236,P4,Network,Crash,Bronze,C025,E014,0.5028,Medium,0.0,720.0,4320.0
2024_T0001540,P1,Network,Crash,Gold,C020,E011,0.5028,Medium,0.0,30.0,240.0
2023_T0001935,P2,Network,Slow,Bronze,C024,E006,0.5028,Medium,0.0,240.0,1440.0
2023_T0000613,P1,Hardware,Crash,Bronze,C004,E010,0.5028,Medium,0.0,120.0,720.0
2024_T0005857,P4,Network,Access,Gold,C020,E008,0.5028,Medium,1.0,240.0,2880.0
2025_T0003120,P4,Network,Crash,Bronze,C004,E011,0.5028,Medium,0.0,720.0,4320.0
2023_T0003388,P2,Network,Crash,Bronze,C004,E010,0.5028,Medium,0.0,240.0,1440.0
2023_T0001576,P2,Hardware,Crash,Bronze,C024,E003,0.5028,Medium,1.0,240.0,1440.0
2023_T0005109,P4,Network,Slow,Bronze,C004,E009,0.5028,Medium,0.0,720.0,4320.0
2023_T0006461,P2,Hardware,Slow,Bronze,C021,E006,0.5028,Medium,0.0,240.0,1440.0
2023_T0000142,P4,Hardware,Access,Bronze,C024,E016,0.5028,Medium,0.0,720.0,4320.0
2024_T0005258,P3,Hardware,Slow,Gold,C020,E020,0.5028,Medium,1.0,120.0,1440.0
2023_T0003950,P1,Hardware,Failure,Bronze,C004,E009,0.5028,Medium,1.0,120.0,720.0
2024_T0003697,P1,,Failure,Gold,C020,E002,0.5028,Medium,1.0,30.0,240.0
2023_T0000213,P1,Network,Slow,Bronze,C021,E015,0.5028,Medium,1.0,120.0,720.0
2024_T0008190,P4,Hardware,Slow,Gold,C020,E016,0.5028,Medium,0.0,240.0,2880.0
2023_T0003149,P3,Network,Slow,Bronze,C025,E002,0.5028,Medium,0.0,480.0,2880.0
2025_T0003517,P2,Network,Access,Bronze,C009,E017,0.5028,Medium,0.0,240.0,1440.0
2024_T0001812,P4,Hardware,Slow,Gold,C020,E009,0.5028,Medium,0.0,240.0,2880.0
2023_T0002006,P3,Network,Crash,Bronze,C012,E004,0.5028,Medium,1.0,480.0,2880.0
2024_T0006818,P1,Network,Slow,Gold,C020,E001,0.5028,Medium,1.0,30.0,240.0
2024_T0005539,P3,Hardware,Access,Gold,C020,E008,0.5028,Medium,1.0,120.0,1440.0
2023_T0006534,P4,Network,Slow,Bronze,C025,E010,0.5028,Medium,1.0,720.0,4320.0
2024_T0005864,P2,Hardware,Access,Gold,C020,E017,0.5028,Medium,1.0,60.0,480.0
2023_T0002776,P1,Network,Access,Bronze,C004,E020,0.5028,Medium,1.0,120.0,720.0
2024_T0006288,P1,Network,Crash,Gold,C020,E014,0.5028,Medium,1.0,30.0,240.0
2024_T0006072,P3,Hardware,Failure,Gold,C020,E013,0.5028,Medium,1.0,120.0,1440.0
2023_T0000793,P3,Hardware,Failure,Bronze,C021,E018,0.5028,Medium,0.0,480.0,2880.0
2023_T0001735,P3,Hardware,Failure,Gold,C018,E020,0.5028,Medium,0.0,120.0,1440.0
2024_T0005105,P4,Network,Slow,Gold,C020,E009,0.5028,Medium,1.0,240.0,2880.0
2023_T0004709,P4,Network,Access,Bronze,C022,E016,0.5024,Medium,0.0,720.0,4320.0
2023_T0004057,P4,Hardware,Access,Gold,C023,E003,0.5024,Medium,0.0,240.0,2880.0
2023_T0000036,P2,Hardware,Crash,Gold,C023,E020,0.5024,Medium,0.0,60.0,480.0
2023_T0004827,P3,Network,Access,Gold,C023,E010,0.5024,Medium,1.0,120.0,1440.0
2023_T0002653,P3,Network,Failure,Gold,C023,E014,0.5024,Medium,0.0,120.0,1440.0
2023_T0005121,P4,Hardware,Slow,Bronze,C022,E015,0.5024,Medium,1.0,720.0,4320.0
2023_T0005500,P3,Hardware,Slow,Gold,C023,E013,0.5024,Medium,0.0,120.0,1440.0
2023_T0000915,P2,Network,Crash,Bronze,C014,E007,0.5024,Medium,0.0,240.0,1440.0
2023_T0003190,P3,Hardware,Crash,Gold,C001,E007,0.5024,Medium,0.0,120.0,1440.0
2023_T0000710,P1,Hardware,Slow,Gold,C019,E015,0.502,Medium,0.0,30.0,240.0
2023_T0001297,P4,Hardware,Slow,Gold,C019,E013,0.502,Medium,0.0,240.0,2880.0
2023_T0006517,P1,Hardware,Failure,Silver,C010,E014,0.502,Medium,0.0,60.0,480.0
2023_T0002740,P1,Hardware,Access,Gold,C019,E016,0.502,Medium,0.0,30.0,240.0
2023_T0000652,P4,Network,Failure,Silver,C010,E010,0.502,Medium,1.0,480.0,2880.0
2023_T0006445,P4,Network,Slow,Silver,C010,E019,0.502,Medium,1.0,480.0,2880.0
2023_T0006749,P2,Hardware,Slow,Gold,C019,E009,0.502,Medium,0.0,60.0,480.0
2023_T0003647,P1,Hardware,Crash,Silver,C003,E015,0.502,Medium,0.0,60.0,480.0
2023_T0004341,P2,Hardware,Access,Silver,C003,E001,0.502,Medium,0.0,120.0,720.0
2023_T0001780,P1,Network,Crash,Silver,C010,E018,0.502,Medium,1.0,60.0,480.0
2023_T0001358,P4,Hardware,Failure,Gold,C019,E016,0.502,Medium,1.0,240.0,2880.0
2023_T0004514,P1,Hardware,Access,Silver,C003,E006,0.502,Medium,0.0,60.0,480.0
2023_T0002419,P4,Network,Crash,Gold,C019,E008,0.502,Medium,1.0,240.0,2880.0
2023_T0001994,P2,Network,Slow,Bronze,C005,E007,0.502,Medium,0.0,240.0,1440.0
2023_T0005849,P3,Hardware,Crash,Gold,C019,E010,0.502,Medium,0.0,120.0,1440.0
2023_T0004214,P4,Network,Access,Gold,C019,E016,0.502,Medium,0.0,240.0,2880.0
2023_T0006964,P1,Network,Crash,Silver,C003,E004,0.502,Medium,1.0,60.0,480.0
2023_T0004212,P2,Hardware,Failure,Bronze,C005,E011,0.502,Medium,1.0,240.0,1440.0
2023_T0005742,P3,Network,Slow,Gold,C019,E008,0.502,Medium,1.0,120.0,1440.0
2023_T0001585,P3,Hardware,Slow,Gold,C019,E013,0.502,Medium,1.0,120.0,1440.0
2023_T0006857,P2,Hardware,Slow,Gold,C019,E011,0.502,Medium,1.0,60.0,480.0
2023_T0000918,P3,Hardware,Failure,Silver,C010,E009,0.502,Medium,0.0,240.0,1440.0
2023_T0006208,P1,Network,Access,Gold,C019,E009,0.502,Medium,0.0,30.0,240.0
2023_T0000099,P1,Hardware,Crash,Silver,C010,E012,0.502,Medium,1.0,60.0,480.0
2023_T0001188,P4,Hardware,Access,Gold,C019,E003,0.502,Medium,1.0,240.0,2880.0
2023_T0005740,P4,Network,Slow,Gold,C019,E005,0.502,Medium,0.0,240.0,2880.0
2023_T0004349,P2,Network,Crash,Bronze,C005,E017,0.502,Medium,1.0,240.0,1440.0
2023_T0006950,P3,Network,Failure,Gold,C019,E006,0.502,Medium,1.0,120.0,1440.0
2023_T0001337,P3,Hardware,Access,Silver,C010,E020,0.502,Medium,0.0,240.0,1440.0
2023_T0000090,P2,Network,Access,Gold,C019,E017,0.502,Medium,0.0,60.0,480.0
2023_T0002131,P4,Hardware,Access,Gold,C019,E018,0.502,Medium,1.0,240.0,2880.0
2023_T0000302,P3,Hardware,Slow,Gold,C019,E005,0.502,Medium,1.0,120.0,1440.0
2023_T0002291,P2,Network,Slow,Gold,C019,E010,0.502,Medium,1.0,60.0,480.0
2023_T0000786,P2,Hardware,Slow,Gold,C019,E017,0.502,Medium,1.0,60.0,480.0
2023_T0004277,P4,Network,Crash,Silver,C010,E001,0.502,Medium,0.0,480.0,2880.0
2023_T0001633,P1,Hardware,Crash,Silver,C010,E007,0.502,Medium,0.0,60.0,480.0
2023_T0004236,P1,Network,Slow,Gold,C019,E005,0.502,Medium,0.0,30.0,240.0
2023_T0002260,P1,Hardware,Failure,Bronze,C005,E018,0.502,Medium,1.0,120.0,720.0
2025_T0003330,P2,Network,Failure,Gold,C019,E011,0.502,Medium,0.0,60.0,480.0
2023_T0003879,P1,Network,Failure,Silver,C003,E012,0.502,Medium,1.0,60.0,480.0
2023_T0001152,P4,Network,Slow,Silver,C003,E017,0.502,Medium,1.0,480.0,2880.0
2023_T0003684,P4,Network,Failure,Silver,C003,E012,0.502,Medium,1.0,480.0,2880.0
2023_T0002802,P2,Hardware,Crash,Bronze,C005,E010,0.502,Medium,1.0,240.0,1440.0
2023_T0005063,P2,Network,Crash,Silver,C010,E012,0.502,Medium,1.0,120.0,720.0
2023_T0006278,P4,Network,Crash,Gold,C019,E009,0.502,Medium,0.0,240.0,2880.0
2023_T0000917,P2,Hardware,Failure,Silver,C003,E010,0.502,Medium,1.0,120.0,720.0
2023_T0003088,P2,Hardware,Slow,Silver,C003,E006,0.502,Medium,0.0,120.0,720.0
2023_T0004026,P4,Hardware,Slow,Silver,C010,E016,0.502,Medium,0.0,480.0,2880.0
2023_T0006732,P2,Network,Access,Gold,C019,E006,0.502,Medium,1.0,60.0,480.0
2023_T0004624,P2,Network,Slow,Gold,C019,E020,0.502,Medium,1.0,60.0,480.0
2023_T0006047,P3,Network,Crash,Gold,C019,E004,0.502,Medium,1.0,120.0,1440.0
2023_T0000243,P1,Network,Failure,Silver,C010,E015,0.502,Medium,0.0,60.0,480.0
2023_T0006895,P2,Network,Failure,Silver,C003,E004,0.502,Medium,1.0,120.0,720.0
2023_T0000297,P4,Network,Slow,Bronze,C005,E018,0.502,Medium,0.0,720.0,4320.0
2023_T0006798,P4,Network,Crash,Gold,C019,E016,0.502,Medium,0.0,240.0,2880.0
2023_T0002019,P2,Hardware,Failure,Silver,C003,E012,0.502,Medium,0.0,120.0,720.0
2023_T0005672,P3,Network,Crash,Bronze,C005,E002,0.502,Medium,0.0,480.0,2880.0
2023_T0003422,P3,Hardware,Failure,Silver,C010,E011,0.502,Medium,0.0,240.0,1440.0
2023_T0005336,P4,Hardware,Crash,Silver,C010,E012,0.502,Medium,1.0,480.0,2880.0
2023_T0004969,P2,Network,Failure,Gold,C019,E002,0.502,Medium,1.0,60.0,480.0
2023_T0000931,P4,Hardware,Failure,Silver,C003,E019,0.502,Medium,0.0,480.0,2880.0
2023_T0001676,P3,Hardware,Crash,Silver,C010,E014,0.502,Medium,1.0,240.0,1440.0
2023_T0003506,P2,Hardware,Failure,Silver,C010,E005,0.502,Medium,1.0,120.0,720.0
2023_T0000046,P4,Hardware,Failure,Silver,C010,E008,0.502,Medium,0.0,480.0,2880.0
2023_T0005503,P2,Network,Crash,Gold,C019,E020,0.502,Medium,0.0,60.0,480.0
2023_T0005093,P1,Network,Crash,Silver,C010,E013,0.502,Medium,1.0,60.0,480.0
2023_T0003283,P4,Hardware,Crash,Gold,C019,E017,0.502,Medium,0.0,240.0,2880.0
2023_T0004221,P1,Hardware,Failure,Silver,C010,E019,0.502,Medium,0.0,60.0,480.0
2023_T0001723,P2,Hardware,Failure,Silver,C003,E012,0.502,Medium,1.0,120.0,720.0
2023_T0005402,P2,Network,Slow,Gold,C019,E013,0.502,Medium,0.0,60.0,480.0
2023_T0000016,P3,Network,Slow,Gold,C019,E017,0.502,Medium,1.0,120.0,1440.0
2023_T0000401,P3,Hardware,Crash,Gold,C019,E020,0.502,Medium,0.0,120.0,1440.0
2023_T0002145,P4,Network,Crash,Silver,C003,E014,0.502,Medium,1.0,480.0,2880.0
2023_T0000392,P1,Network,Failure,Silver,C010,E019,0.502,Medium,0.0,60.0,480.0
2023_T0005611,P3,Hardware,Slow,Gold,C019,E006,0.502,Medium,0.0,120.0,1440.0
2023_T0003239,P3,Network,Crash,Silver,C010,E018,0.502,Medium,0.0,240.0,1440.0
2023_T0003129,P4,Hardware,Access,Gold,C019,E019,0.502,Medium,0.0,240.0,2880.0
2023_T0004531,P1,Network,Crash,Silver,C003,E010,0.502,Medium,0.0,60.0,480.0
2023_T0002214,P2,Network,Crash,Gold,C019,E011,0.502,Medium,0.0,60.0,480.0
2023_T0006858,P2,Hardware,Slow,Gold,C019,E009,0.502,Medium,0.0,60.0,480.0
2023_T0004899,P4,Hardware,Crash,Bronze,C005,E018,0.502,Medium,0.0,720.0,4320.0
2023_T0001510,P4,Network,Failure,Silver,C003,E008,0.502,Medium,1.0,480.0,2880.0
2023_T0005460,P4,Network,Access,Silver,C010,E008,0.502,Medium,1.0,480.0,2880.0
2023_T0000888,P3,Network,Access,Silver,C003,E001,0.502,Medium,0.0,240.0,1440.0
2023_T0004386,P1,Network,Access,Silver,C010,E019,0.502,Medium,1.0,60.0,480.0
2023_T0003532,P2,Hardware,Crash,Silver,C010,E009,0.502,Medium,1.0,120.0,720.0
2023_T0000699,P1,Hardware,Access,Silver,C003,E009,0.502,Medium,0.0,60.0,480.0
2023_T0000910,P1,Network,Slow,Bronze,C005,E010,0.502,Medium,0.0,120.0,720.0
2023_T0002809,P1,Network,Failure,Gold,C019,E012,0.502,Medium,1.0,30.0,240.0
2023_T0001363,P2,Hardware,Crash,Gold,C019,E017,0.502,Medium,0.0,60.0,480.0
2023_T0003841,P3,Hardware,Failure,Silver,C010,E019,0.502,Medium,1.0,240.0,1440.0
2023_T0003132,P4,Hardware,Access,Silver,C010,E003,0.502,Medium,1.0,480.0,2880.0
2023_T0001530,P2,Hardware,Access,Silver,C003,E007,0.502,Medium,0.0,120.0,720.0
2023_T0002922,P4,Hardware,Access,Gold,C019,E008,0.502,Medium,0.0,240.0,2880.0
2023_T0005401,P4,Network,Failure,Gold,C019,E004,0.502,Medium,1.0,240.0,2880.0
2023_T0004361,P2,Hardware,Crash,Silver,C003,E002,0.502,Medium,0.0,120.0,720.0
2023_T0002466,P4,Network,Crash,Gold,C019,E004,0.502,Medium,0.0,240.0,2880.0
2023_T0004626,P3,Network,Failure,Silver,C003,E007,0.502,Medium,0.0,240.0,1440.0
2023_T0003885,P1,Network,Crash,Gold,C019,E009,0.502,Medium,0.0,30.0,240.0
2023_T0003049,P2,Hardware,Slow,Silver,C010,E020,0.502,Medium,0.0,120.0,720.0
2023_T0003301,P3,Network,Slow,Silver,C003,E015,0.502,Medium,0.0,240.0,1440.0
2023_T0005143,P2,Network,Failure,Gold,C019,E020,0.502,Medium,0.0,60.0,480.0
2023_T0001128,P4,Network,Access,Silver,C010,E001,0.502,Medium,1.0,480.0,2880.0
2024_T0007743,P4,Hardware,Access,Bronze,C005,E016,0.502,Medium,0.0,720.0,4320.0
2023_T0000306,P2,Hardware,Access,Silver,C003,E015,0.502,Medium,0.0,120.0,720.0
2023_T0006529,P1,Network,Access,Silver,C003,E020,0.502,Medium,1.0,60.0,480.0
2023_T0005082,P3,Network,Slow,Silver,C003,E011,0.502,Medium,0.0,240.0,1440.0
2023_T0001140,P4,Hardware,Failure,Silver,C003,E014,0.502,Medium,1.0,480.0,2880.0
2023_T0005446,P3,Network,Crash,Silver,C010,E014,0.502,Medium,1.0,240.0,1440.0
2023_T0002840,P2,Hardware,Crash,Silver,C010,E006,0.502,Medium,1.0,120.0,720.0
2023_T0001268,P4,Network,Access,Silver,C003,E010,0.502,Medium,0.0,480.0,2880.0
2023_T0000860,P2,Network,Slow,Gold,C019,E014,0.502,Medium,1.0,60.0,480.0
2023_T0003810,P2,Hardware,Crash,Silver,C003,E005,0.502,Medium,0.0,120.0,720.0
2023_T0004672,P4,Network,Access,Silver,C010,E019,0.502,Medium,1.0,480.0,2880.0
2023_T0001865,P3,Network,Crash,Silver,C003,E002,0.502,Medium,0.0,240.0,1440.0
2023_T0003676,P3,Network,Crash,Silver,C010,E009,0.502,Medium,0.0,240.0,1440.0
2023_T0001388,P2,Hardware,Access,Silver,C010,E005,0.502,Medium,1.0,120.0,720.0
2023_T0005944,P1,Network,Crash,Gold,C019,E003,0.502,Medium,0.0,30.0,240.0
2023_T0005711,P2,Network,Crash,Gold,C008,E006,0.5013,Medium,0.0,60.0,480.0
2023_T0000214,P2,Network,Crash,Gold,C016,E019,0.5013,Medium,1.0,60.0,480.0
2023_T0000030,P3,Network,Failure,Gold,C019,E002,0.5013,Medium,0.0,120.0,1440.0
2023_T0004016,P3,Network,Crash,Gold,C016,E007,0.5013,Medium,0.0,120.0,1440.0
2023_T0004477,P2,Hardware,Access,Gold,C016,E018,0.5013,Medium,0.0,60.0,480.0
