year_ticket_id,ticket_id,ticket_category,ticket_priority,issue_type,ticket_channel,ticket_status,ticket_description,sla_breach_prob,sla_risk_tier,client_id,service_tier,device_type,engineer_id,resolution_time_minutes,first_response_time_minutes,sla_num
2025_T0008794,T0008794,Hardware,P3,Slow,Email,Closed,Disk I/O wait times high.,0.4994,Medium,C015,Silver,Server,E005,1589.52,54.0,1.0
2025_T0008103,T0008103,Network,P3,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.501,Medium,C004,Bronze,Router,E006,2713.0,38.0,0.0
2025_T0006971,T0006971,Hardware,P1,Crash,Portal,Closed,System thermal shutdown.,0.4997,Medium,C006,Bronze,Firewall,E019,702.38,54.0,0.0
2025_T0006003,T0006003,Hardware,P2,Failure,Portal,Closed,Server 04 failing to POST.,0.4997,Medium,C020,Gold,Server,E014,438.1,8.0,0.0
2025_T0005743,T0005743,Network,P2,Slow,Portal,Closed,High latency during peak hours.,0.4993,Medium,C015,Silver,Server,E008,853.62,38.0,1.0
2025_T0009380,T0009380,Hardware,P4,Crash,Portal,Closed,System thermal shutdown.,0.501,Medium,C020,Gold,Router,E012,2381.6,24.0,0.0
2025_T0004266,T0004266,Network,P4,Slow,Portal,Closed,High latency during peak hours.,0.4994,Medium,C002,Silver,Server,E009,3275.63,8.0,1.0
2025_T0004879,T0004879,Network,P4,Slow,Email,Closed,High latency during peak hours.,0.5011,Medium,C011,Bronze,Switch,E014,4255.08,27.0,0.0
2025_T0003195,T0003195,Network,P2,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.501,Medium,C021,Bronze,Server,E020,1723.88,7.0,1.0
2025_T0009403,T0009403,Network,P2,Slow,Email,Closed,High latency during peak hours.,0.4993,Medium,C015,Silver,Server,E008,518.02,35.0,0.0
2025_T0009281,T0009281,Hardware,P3,Slow,Email,Closed,Disk I/O wait times high.,0.5011,Medium,C011,Bronze,Switch,E016,2093.42,16.0,0.0
2025_T0010114,T0010114,Network,P1,Slow,Email,Closed,High latency during peak hours.,0.4997,Medium,C017,Silver,Switch,E019,395.32,23.0,0.0
2025_T0004373,T0004373,Network,P3,Access,Email,Closed,VPN authentication failing.,0.501,Medium,C021,Bronze,Server,E004,3328.93,33.0,1.0
2025_T0006658,T0006658,Network,P2,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4994,Medium,C008,Gold,Server,E001,422.4,50.0,0.0
2025_T0009849,T0009849,Hardware,P4,Access,Email,Closed,Physical port unresponsive.,0.501,Medium,C021,Bronze,Switch,E018,3391.98,50.0,0.0
2025_T0009207,T0009207,Hardware,P3,Access,Portal,Closed,Physical port unresponsive.,0.4993,Medium,C003,Silver,Server,E008,1105.38,42.0,0.0
2025_T0007390,T0007390,Hardware,P3,Slow,Email,Closed,Disk I/O wait times high.,0.4993,Medium,C016,Gold,Router,E014,1341.17,49.0,0.0
2025_T0005447,T0005447,Network,P2,Slow,Portal,Closed,High latency during peak hours.,0.5011,Medium,C011,Bronze,Router,E003,1343.38,11.0,0.0
2025_T0007525,T0007525,Network,P1,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4994,Medium,C003,Silver,Server,E004,564.35,34.0,1.0
2025_T0009933,T0009933,Network,P4,Slow,Portal,Closed,High latency during peak hours.,0.4993,Medium,C008,Gold,Switch,E003,2195.3,60.0,0.0
2025_T0005306,T0005306,Hardware,P3,Slow,Portal,Closed,Disk I/O wait times high.,0.501,Medium,C017,Silver,Router,E018,1011.07,42.0,0.0
2025_T0006825,T0006825,Hardware,P2,Failure,Email,Closed,Server 04 failing to POST.,0.4994,Medium,C010,Silver,Server,E011,561.53,15.0,0.0
2025_T0006251,T0006251,Network,P2,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4993,Medium,C010,Silver,Server,E001,628.32,33.0,0.0
2025_T0004536,T0004536,Network,P2,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4994,Medium,C019,Gold,Switch,E005,483.08,39.0,1.0
2025_T0007133,T0007133,Network,P4,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4994,Medium,C015,Silver,Switch,E008,2954.58,25.0,1.0
2025_T0009616,T0009616,Hardware,P1,Crash,Portal,Closed,System thermal shutdown.,0.4997,Medium,C018,Gold,Firewall,E016,269.78,31.0,1.0
2025_T0009850,T0009850,Hardware,P3,Access,Email,Closed,Physical port unresponsive.,0.501,Medium,C024,Bronze,Router,E008,2265.3,42.0,0.0
2025_T0003010,T0003010,Network,P3,Access,Email,Closed,Total loss of connectivity in Sector B.,0.5007,Medium,C011,Bronze,Switch,E008,2435.9,40.0,0.0
2025_T0006687,T0006687,Hardware,P1,Access,Email,Closed,Physical port unresponsive.,0.4997,Medium,C014,Bronze,Firewall,E003,836.85,47.0,1.0
2025_T0003544,T0003544,Hardware,P1,Slow,Portal,Closed,Disk I/O wait times high.,0.4994,Medium,C002,Silver,Server,E001,375.95,21.0,0.0
2025_T0007012,T0007012,Hardware,P1,Slow,Portal,Closed,Disk I/O wait times high.,0.4993,Medium,C002,Silver,Firewall,E003,536.82,37.0,1.0
2025_T0007566,T0007566,Network,P3,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.4997,Medium,C017,Silver,Switch,E006,1162.92,40.0,0.0
2025_T0006341,T0006341,Hardware,P1,Failure,Email,Closed,Server 04 failing to POST.,0.5007,Medium,C022,Bronze,Switch,E012,680.15,60.0,0.0
2025_T0003667,T0003667,Hardware,P4,Access,Email,Closed,Server 04 failing to POST.,0.4993,Medium,C015,Silver,Firewall,E002,3026.18,57.0,1.0
2025_T0004543,T0004543,Hardware,P3,Slow,Email,Closed,Disk I/O wait times high.,0.5007,Medium,C023,Gold,Firewall,E001,1624.93,27.0,1.0
2025_T0008483,T0008483,Hardware,P3,Slow,Email,Closed,Disk I/O wait times high.,0.5007,Medium,C019,Gold,Server,E009,1162.72,29.0,0.0
2025_T0006760,T0006760,Network,P2,Access,Portal,Closed,VPN authentication failing.,0.5007,Medium,C013,Gold,Server,E017,507.05,37.0,1.0
2025_T0006625,T0006625,Network,P4,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C005,Bronze,Firewall,E001,4814.75,35.0,1.0
2025_T0008460,T0008460,Hardware,P2,Crash,Portal,Closed,System thermal shutdown.,0.5005,Medium,C011,Bronze,Server,E016,1513.28,45.0,1.0
2025_T0006893,T0006893,Hardware,P1,Access,Email,Closed,Physical port unresponsive.,0.4997,Medium,C020,Gold,Router,E007,233.87,14.0,0.0
2025_T0010212,T0010212,Network,P3,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4992,Medium,C022,Bronze,Server,E008,2840.5,24.0,0.0
2025_T0007254,T0007254,Hardware,P1,Slow,Email,Closed,Disk I/O wait times high.,0.4997,Medium,C024,Bronze,Router,E014,590.97,6.0,0.0
2025_T0006214,T0006214,Network,P1,Access,Email,Closed,VPN authentication failing.,0.4996,Medium,C004,Bronze,Switch,E007,684.4,31.0,0.0
2025_T0003838,T0003838,Hardware,P3,Failure,Email,Closed,Server 04 failing to POST.,0.4996,Medium,C001,Gold,Firewall,E011,1375.87,51.0,0.0
2025_T0007555,T0007555,Hardware,P3,Slow,Portal,Closed,Disk I/O wait times high.,0.5005,Medium,C023,Gold,Switch,E002,1585.5,50.0,1.0
2025_T0008191,T0008191,Network,P1,Access,Email,Closed,VPN authentication failing.,0.4997,Medium,C018,Gold,Switch,E010,274.6,49.0,1.0
2025_T0010228,T0010228,Hardware,P1,Access,Email,Closed,Physical port unresponsive.,0.4996,Medium,C019,Gold,Router,E009,280.58,30.0,1.0
2025_T0006591,T0006591,Hardware,P2,Slow,Portal,Closed,Disk I/O wait times high.,0.5007,Medium,C007,Gold,Router,E013,419.07,41.0,0.0
2025_T0005017,T0005017,Hardware,P2,Slow,Email,Closed,Disk I/O wait times high.,0.5005,Medium,C022,Bronze,Firewall,E015,1643.58,56.0,1.0
2025_T0003507,T0003507,Network,P4,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4997,Medium,C025,Bronze,Switch,E015,3885.83,10.0,0.0
2025_T0007564,T0007564,Network,P2,Access,Email,Closed,VPN authentication failing.,0.4992,Medium,C011,Bronze,Server,E011,1097.4,11.0,0.0
2025_T0005698,T0005698,Hardware,P1,Slow,Email,Closed,Disk I/O wait times high.,0.4997,Medium,C014,Bronze,Switch,E020,534.82,6.0,0.0
2025_T0008955,T0008955,Network,P2,Slow,Portal,Closed,High latency during peak hours.,0.5007,Medium,C015,Silver,Router,E014,607.85,54.0,0.0
2025_T0010041,T0010041,Hardware,P2,Crash,Email,Closed,System thermal shutdown.,0.5007,Medium,C015,Silver,Router,E013,731.32,8.0,1.0
2025_T0008966,T0008966,Network,P2,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4992,Medium,C011,Bronze,Router,E011,1349.82,59.0,0.0
2025_T0004372,T0004372,Network,P4,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C004,Bronze,Firewall,E006,3747.7,11.0,0.0
2025_T0008352,T0008352,Network,P1,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.5007,Medium,C015,Silver,Server,E020,340.07,13.0,0.0
2025_T0008688,T0008688,Hardware,P4,Crash,Email,Closed,System thermal shutdown.,0.4996,Medium,C005,Bronze,Server,E004,4398.47,25.0,1.0
2025_T0010150,T0010150,Hardware,P2,Crash,Portal,Closed,System thermal shutdown.,0.4996,Medium,C013,Gold,Router,E014,561.05,21.0,1.0
2025_T0010199,T0010199,Hardware,P2,Failure,Portal,Closed,Server 04 failing to POST.,0.5005,Medium,C011,Bronze,Switch,E019,1580.08,14.0,1.0
2025_T0006293,T0006293,Hardware,P3,Crash,Email,Closed,System thermal shutdown.,0.4996,Medium,C005,Bronze,Router,E012,2467.07,28.0,0.0
2025_T0008422,T0008422,Hardware,P4,Failure,Portal,Closed,Server 04 failing to POST.,0.4996,Medium,C020,Gold,Server,E004,2759.03,12.0,0.0
2025_T0008303,T0008303,Hardware,P3,Crash,Portal,Closed,System thermal shutdown.,0.5007,Medium,C010,Silver,Server,E020,1140.97,55.0,0.0
2025_T0007334,T0007334,Network,P3,Access,Email,Closed,VPN authentication failing.,0.4992,Medium,C011,Bronze,Switch,E014,2212.12,10.0,0.0
2025_T0009642,T0009642,Network,P2,Slow,Email,Closed,High latency during peak hours.,0.4996,Medium,C024,Bronze,Switch,E005,1293.17,46.0,0.0
2025_T0010172,T0010172,Network,P3,Slow,Email,Closed,High latency during peak hours.,0.4996,Medium,C019,Gold,Router,E012,1717.43,57.0,1.0
2025_T0003143,T0003143,Network,P4,Access,Portal,Closed,Total loss of connectivity in Sector B.,0.5005,Medium,C011,Bronze,Switch,E008,3632.02,13.0,0.0
2025_T0007610,T0007610,Network,P2,Slow,Email,Closed,High latency during peak hours.,0.4996,Medium,C017,Silver,Firewall,E019,581.08,30.0,0.0
2025_T0009810,T0009810,Hardware,P1,Slow,Email,Closed,Disk I/O wait times high.,0.4996,Medium,C001,Gold,Firewall,E006,195.48,24.0,0.0
2025_T0008482,T0008482,Hardware,P1,Access,Portal,Closed,Physical port unresponsive.,0.4992,Medium,C011,Bronze,Switch,E001,677.22,10.0,0.0
2025_T0009912,T0009912,Network,P2,Slow,Portal,Closed,High latency during peak hours.,0.4996,Medium,C012,Bronze,Switch,E011,1067.48,34.0,0.0
2025_T0003209,T0003209,Network,P3,Access,Email,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C001,Gold,Switch,E014,1509.28,8.0,1.0
2025_T0008732,T0008732,Hardware,P1,Slow,Portal,Closed,Disk I/O wait times high.,0.4996,Medium,C010,Silver,Server,E009,426.88,47.0,0.0
2025_T0003837,T0003837,Hardware,P2,Slow,Email,Closed,Disk I/O wait times high.,0.4992,Medium,C022,Bronze,Server,E017,1055.9,19.0,0.0
2025_T0003152,T0003152,Hardware,P3,Failure,Email,Closed,Server 04 failing to POST.,0.4996,Medium,C016,Gold,Server,E005,1126.55,41.0,0.0
2025_T0003454,T0003454,Hardware,P4,Crash,Email,Closed,System thermal shutdown.,0.4997,Medium,C018,Gold,Router,E016,3412.88,6.0,1.0
2025_T0005335,T0005335,Hardware,P4,Access,Email,Closed,Physical port unresponsive.,0.5007,Medium,C005,Bronze,Switch,E005,3360.53,52.0,0.0
2025_T0006454,T0006454,Network,P1,Access,Email,Closed,VPN authentication failing.,0.5007,Medium,C015,Silver,Router,E003,438.42,40.0,0.0
2025_T0004265,T0004265,Network,P1,Slow,Portal,Closed,High latency during peak hours.,0.4996,Medium,C013,Gold,Router,E009,193.85,51.0,0.0
2025_T0004116,T0004116,Network,P2,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.5007,Medium,C015,Silver,Router,E018,783.72,8.0,1.0
2025_T0009904,T0009904,Hardware,P1,Failure,Portal,Closed,Server 04 failing to POST.,0.4997,Medium,C021,Bronze,Firewall,E001,781.22,16.0,1.0
2025_T0006542,T0006542,Network,P2,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C007,Gold,Router,E013,525.28,11.0,1.0
2025_T0004812,T0004812,Network,P1,Slow,Portal,Closed,High latency during peak hours.,0.4996,Medium,C009,Bronze,Switch,E002,689.35,17.0,0.0
2025_T0005297,T0005297,Hardware,P2,Failure,Portal,Closed,Server 04 failing to POST.,0.4996,Medium,C005,Bronze,Router,E008,1083.22,50.0,0.0
2025_T0006416,T0006416,Hardware,P4,Failure,Portal,Closed,Server 04 failing to POST.,0.4997,Medium,C009,Bronze,Router,E002,3689.93,11.0,0.0
2025_T0009726,T0009726,Hardware,P1,Failure,Email,Closed,Server 04 failing to POST.,0.5005,Medium,C022,Bronze,Server,E011,583.62,37.0,0.0
2025_T0006724,T0006724,Hardware,P1,Failure,Portal,Closed,Server 04 failing to POST.,0.4992,Medium,C011,Bronze,Switch,E010,805.08,12.0,1.0
2025_T0003354,T0003354,Network,P3,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C018,Gold,Firewall,E006,1639.82,5.0,1.0
2025_T0005713,T0005713,Network,P3,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.4997,Medium,C001,Gold,Server,E005,1505.22,10.0,1.0
2025_T0003829,T0003829,Network,P1,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.5005,Medium,C022,Bronze,Server,E010,523.17,36.0,0.0
2025_T0005162,T0005162,Network,P1,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.5007,Medium,C008,Gold,Switch,E003,187.98,50.0,0.0
2025_T0009831,T0009831,Hardware,P4,Access,Portal,Closed,Physical port unresponsive.,0.4996,Medium,C005,Bronze,Firewall,E001,5121.78,47.0,1.0
2025_T0006469,T0006469,Hardware,P4,Failure,Portal,Closed,Server 04 failing to POST.,0.4996,Medium,C024,Bronze,Firewall,E013,3484.0,47.0,0.0
2025_T0005876,T0005876,Hardware,P2,Access,Portal,Closed,Physical port unresponsive.,0.4996,Medium,C004,Bronze,Switch,E015,1311.5,51.0,0.0
2025_T0009441,T0009441,Hardware,P1,Failure,Email,Closed,Server 04 failing to POST.,0.4996,Medium,C010,Silver,Switch,E012,385.4,13.0,0.0
2025_T0008791,T0008791,Network,P1,Slow,Email,Closed,High latency during peak hours.,0.4997,Medium,C001,Gold,Router,E003,196.8,60.0,0.0
2025_T0010084,T0010084,Hardware,P4,Crash,Email,Closed,System thermal shutdown.,0.5005,Medium,C011,Bronze,Switch,E014,4465.03,52.0,1.0
2025_T0004427,T0004427,Network,P1,Access,Email,Closed,Total loss of connectivity in Sector B.,0.5007,Medium,C002,Silver,Firewall,E005,530.87,17.0,1.0
2025_T0009330,T0009330,Hardware,P3,Slow,Portal,Closed,Disk I/O wait times high.,0.4996,Medium,C001,Gold,Firewall,E008,1530.4,20.0,1.0
2025_T0007068,T0007068,Network,P3,Slow,Email,Closed,High latency during peak hours.,0.4997,Medium,C025,Bronze,Switch,E001,2098.4,55.0,0.0
2025_T0007268,T0007268,Network,P3,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C024,Bronze,Firewall,E017,3329.35,29.0,1.0
2025_T0006922,T0006922,Network,P3,Slow,Portal,Closed,High latency during peak hours.,0.4996,Medium,C009,Bronze,Firewall,E020,2438.87,60.0,0.0
2025_T0007476,T0007476,Network,P3,Slow,Email,Closed,High latency during peak hours.,0.4992,Medium,C022,Bronze,Server,E020,2342.48,60.0,0.0
2025_T0007231,T0007231,Network,P2,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4997,Medium,C001,Gold,Router,E001,510.07,24.0,1.0
2025_T0003652,T0003652,Network,P3,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.5007,Medium,C003,Silver,Server,E006,1664.57,9.0,1.0
2025_T0009791,T0009791,Network,P4,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.5007,Medium,C016,Gold,Router,E010,3099.18,16.0,1.0
2025_T0007116,T0007116,Network,P4,Slow,Email,Closed,High latency during peak hours.,0.4996,Medium,C003,Silver,Server,E008,3397.93,39.0,1.0
2025_T0003869,T0003869,Network,P4,Slow,Email,Closed,High latency during peak hours.,0.4997,Medium,C024,Bronze,Switch,E006,4250.03,58.0,0.0
2025_T0004413,T0004413,Network,P3,Slow,Portal,Closed,High latency during peak hours.,0.4996,Medium,C001,Gold,Switch,E006,1383.77,30.0,0.0
2025_T0007645,T0007645,Hardware,P1,Access,Portal,Closed,Physical port unresponsive.,0.5007,Medium,C003,Silver,Switch,E014,479.87,22.0,0.0
2025_T0007673,T0007673,Network,P3,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.5005,Medium,C023,Gold,Router,E003,1050.05,26.0,0.0
2025_T0009114,T0009114,Network,P4,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.5005,Medium,C011,Bronze,Server,E012,4173.07,11.0,0.0
2025_T0006423,T0006423,Network,P4,Slow,Portal,Closed,High latency during peak hours.,0.4997,Medium,C018,Gold,Router,E001,3413.83,36.0,1.0
2025_T0007065,T0007065,Hardware,P1,Slow,Portal,Closed,Disk I/O wait times high.,0.5007,Medium,C007,Gold,Router,E007,248.15,47.0,1.0
2025_T0004240,T0004240,Network,P2,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4997,Medium,C004,Bronze,Firewall,E020,1355.42,51.0,0.0
2025_T0008159,T0008159,Network,P1,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4997,Medium,C004,Bronze,Firewall,E013,681.7,54.0,0.0
2025_T0003307,T0003307,Hardware,P1,Crash,Email,Closed,System thermal shutdown.,0.4996,Medium,C017,Silver,Firewall,E011,565.08,28.0,1.0
2025_T0007466,T0007466,Hardware,P4,Slow,Email,Closed,Disk I/O wait times high.,0.4997,Medium,C006,Bronze,Server,E003,4371.35,11.0,1.0
2025_T0008883,T0008883,Hardware,P2,Failure,Email,Closed,Server 04 failing to POST.,0.4996,Medium,C016,Gold,Switch,E009,490.05,37.0,1.0
2025_T0003705,T0003705,Network,P1,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.4996,Medium,C018,Gold,Firewall,E007,275.9,16.0,1.0
2025_T0010408,T0010408,Network,P2,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4997,Medium,C004,Bronze,Firewall,E008,1408.15,21.0,0.0
2025_T0007399,T0007399,Network,P3,Access,Email,Closed,VPN authentication failing.,0.5007,Medium,C005,Bronze,Switch,E008,3384.68,32.0,1.0
2025_T0003147,T0003147,Hardware,P3,Access,Portal,Closed,Server 04 failing to POST.,0.4992,Medium,C011,Bronze,Switch,E006,2057.78,50.0,0.0
2025_T0008851,T0008851,Hardware,P4,Failure,Email,Closed,Server 04 failing to POST.,0.5005,Medium,C023,Gold,Firewall,E014,2248.32,10.0,0.0
2025_T0008010,T0008010,Hardware,P1,Access,Portal,Closed,Physical port unresponsive.,0.4996,Medium,C021,Bronze,Router,E001,678.08,17.0,0.0
2025_T0007828,T0007828,Hardware,P4,Failure,Email,Closed,Server 04 failing to POST.,0.4996,Medium,C012,Bronze,Firewall,E009,3611.75,52.0,0.0
2025_T0007677,T0007677,Network,P2,Slow,Portal,Closed,High latency during peak hours.,0.5007,Medium,C007,Gold,Router,E007,511.25,29.0,1.0
2025_T0009750,T0009750,Hardware,P1,Failure,Portal,Closed,Server 04 failing to POST.,0.4997,Medium,C004,Bronze,Firewall,E004,800.17,18.0,1.0
2025_T0003876,T0003876,Hardware,P3,Failure,Portal,Closed,Server 04 failing to POST.,0.5007,Medium,C002,Silver,Switch,E002,1695.18,19.0,1.0
2025_T0004621,T0004621,Hardware,P2,Crash,Portal,Closed,System thermal shutdown.,0.5007,Medium,C010,Silver,Server,E013,694.58,13.0,0.0
2025_T0003963,T0003963,Network,P3,Access,Portal,Closed,VPN authentication failing.,0.4996,Medium,C009,Bronze,Switch,E018,2339.73,35.0,0.0
2025_T0004983,T0004983,Hardware,P1,Crash,Email,Closed,System thermal shutdown.,0.5005,Medium,C011,Bronze,Switch,E020,804.55,19.0,1.0
2025_T0006940,T0006940,Network,P2,Access,Email,Closed,VPN authentication failing.,0.4997,Medium,C020,Gold,Router,E011,471.68,5.0,0.0
2025_T0005665,T0005665,Hardware,P3,Slow,Email,Closed,Disk I/O wait times high.,0.5007,Medium,C007,Gold,Router,E014,1643.33,28.0,1.0
2025_T0006481,T0006481,Hardware,P1,Crash,Email,Closed,System thermal shutdown.,0.5005,Medium,C022,Bronze,Firewall,E005,683.65,19.0,0.0
2025_T0008736,T0008736,Network,P4,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4996,Medium,C019,Gold,Switch,E005,2606.93,17.0,0.0
2025_T0005991,T0005991,Network,P3,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.5007,Medium,C015,Silver,Firewall,E020,1314.75,24.0,0.0
2025_T0007072,T0007072,Hardware,P3,Crash,Portal,Closed,System thermal shutdown.,0.4997,Medium,C004,Bronze,Router,E020,3407.4,60.0,1.0
2025_T0009663,T0009663,Hardware,P4,Access,Email,Closed,Physical port unresponsive.,0.4996,Medium,C024,Bronze,Firewall,E005,3033.12,14.0,0.0
2025_T0008102,T0008102,Hardware,P4,Slow,Portal,Closed,Disk I/O wait times high.,0.5005,Medium,C011,Bronze,Switch,E002,4483.87,24.0,1.0
2025_T0009490,T0009490,Hardware,P1,Crash,Portal,Closed,System thermal shutdown.,0.4992,Medium,C011,Bronze,Router,E005,771.7,21.0,1.0
2025_T0004456,T0004456,Hardware,P3,Slow,Email,Closed,Disk I/O wait times high.,0.4996,Medium,C017,Silver,Switch,E010,1405.53,53.0,0.0
2025_T0004278,T0004278,Hardware,P3,Access,Portal,Closed,Server 04 failing to POST.,0.4996,Medium,C005,Bronze,Firewall,E012,2739.48,10.0,0.0
2025_T0003553,T0003553,Hardware,P2,Slow,Portal,Closed,Disk I/O wait times high.,0.5007,Medium,C002,Silver,Firewall,E001,817.8,44.0,1.0
2025_T0003895,T0003895,Network,P4,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.5007,Medium,C010,Silver,Router,E010,2585.08,59.0,0.0
2025_T0007592,T0007592,Network,P1,Access,Portal,Closed,VPN authentication failing.,0.4997,Medium,C012,Bronze,Router,E016,726.97,34.0,1.0
2025_T0003101,T0003101,Hardware,P2,Failure,Email,Closed,Server 04 failing to POST.,0.4992,Medium,C023,Gold,Firewall,E011,561.42,40.0,1.0
2025_T0007787,T0007787,Hardware,P1,Crash,Email,Closed,System thermal shutdown.,0.4997,Medium,C024,Bronze,Router,E009,700.77,24.0,0.0
2025_T0004779,T0004779,Hardware,P1,Crash,Email,Closed,System thermal shutdown.,0.5007,Medium,C016,Gold,Firewall,E019,223.43,16.0,0.0
2025_T0010132,T0010132,Hardware,P2,Failure,Email,Closed,Server 04 failing to POST.,0.4997,Medium,C006,Bronze,Switch,E017,1653.42,41.0,1.0
2025_T0007053,T0007053,Network,P4,Access,Email,Closed,VPN authentication failing.,0.5005,Medium,C022,Bronze,Switch,E001,3885.8,19.0,0.0
2025_T0004481,T0004481,Network,P1,Access,Email,Closed,VPN authentication failing.,0.4997,Medium,C024,Bronze,Firewall,E020,535.75,15.0,0.0
2025_T0010268,T0010268,Network,P2,Slow,Portal,Closed,High latency during peak hours.,0.4994,Medium,C003,Silver,Server,E004,609.83,35.0,0.0
2025_T0005046,T0005046,Network,P1,Slow,Portal,Closed,High latency during peak hours.,0.4994,Medium,C003,Silver,Server,E006,528.65,50.0,1.0
2025_T0003972,T0003972,Hardware,P4,Crash,Email,Closed,System thermal shutdown.,0.4997,Medium,C004,Bronze,Firewall,E018,3296.7,19.0,0.0
2025_T0005449,T0005449,Hardware,P4,Failure,Email,Closed,Server 04 failing to POST.,0.4994,Medium,C003,Silver,Server,E009,2238.77,43.0,0.0
2025_T0010420,T0010420,Hardware,P3,Access,Email,Closed,Physical port unresponsive.,0.501,Medium,C021,Bronze,Firewall,E018,2681.73,35.0,0.0
2025_T0006007,T0006007,Network,P4,Access,Portal,Closed,VPN authentication failing.,0.4993,Medium,C003,Silver,Switch,E003,2972.23,50.0,1.0
2025_T0009412,T0009412,Hardware,P3,Access,Portal,Closed,Physical port unresponsive.,0.4997,Medium,C001,Gold,Firewall,E012,1527.52,41.0,1.0
2025_T0008758,T0008758,Hardware,P4,Failure,Email,Closed,Server 04 failing to POST.,0.501,Medium,C020,Gold,Router,E006,2578.78,32.0,0.0
2025_T0006527,T0006527,Network,P4,Slow,Email,Closed,High latency during peak hours.,0.5007,Medium,C022,Bronze,Switch,E006,4296.1,23.0,0.0
2025_T0009853,T0009853,Hardware,P2,Failure,Portal,Closed,Server 04 failing to POST.,0.4994,Medium,C005,Bronze,Router,E006,1226.95,22.0,0.0
2025_T0004645,T0004645,Hardware,P1,Failure,Portal,Closed,Server 04 failing to POST.,0.5011,Medium,C011,Bronze,Switch,E004,573.92,43.0,0.0
2025_T0003133,T0003133,Network,P2,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4993,Medium,C016,Gold,Router,E001,420.28,58.0,0.0
2025_T0004688,T0004688,Hardware,P1,Crash,Email,Closed,System thermal shutdown.,0.4997,Medium,C001,Gold,Server,E016,243.28,18.0,1.0
2025_T0003744,T0003744,Hardware,P3,Crash,Email,Closed,System thermal shutdown.,0.501,Medium,C004,Bronze,Switch,E012,3053.43,6.0,1.0
2025_T0009236,T0009236,Network,P2,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.501,Medium,C001,Gold,Server,E006,457.05,34.0,0.0
2025_T0007888,T0007888,Network,P4,Access,Email,Closed,VPN authentication failing.,0.501,Medium,C020,Gold,Firewall,E017,2190.4,58.0,0.0
2025_T0009713,T0009713,Network,P2,Slow,Email,Closed,High latency during peak hours.,0.501,Medium,C004,Bronze,Firewall,E018,1407.08,28.0,0.0
2025_T0008364,T0008364,Hardware,P3,Slow,Email,Closed,Disk I/O wait times high.,0.4993,Medium,C016,Gold,Firewall,E006,1268.8,50.0,0.0
2025_T0009515,T0009515,Network,P2,Access,Portal,Closed,VPN authentication failing.,0.4997,Medium,C017,Silver,Switch,E013,754.62,30.0,1.0
2025_T0006861,T0006861,Hardware,P4,Crash,Email,Closed,System thermal shutdown.,0.4994,Medium,C003,Silver,Switch,E015,2153.98,54.0,0.0
2025_T0008337,T0008337,Hardware,P4,Failure,Portal,Closed,Server 04 failing to POST.,0.501,Medium,C006,Bronze,Server,E008,4635.87,49.0,1.0
2025_T0007041,T0007041,Network,P2,Access,Portal,Closed,VPN authentication failing.,0.5011,Medium,C011,Bronze,Switch,E010,1576.7,24.0,1.0
2025_T0004618,T0004618,Hardware,P2,Slow,Portal,Closed,Disk I/O wait times high.,0.501,Medium,C014,Bronze,Switch,E012,1724.32,60.0,1.0
